angle,img_file,label
0.00021339085651561615,image000002609.png,0
-6.886407209094614e-05,image000012452.png,0
0.00035808084066957235,image000001857.png,0
-0.005128713324666023,image000000819.png,0
0.0006854226812720299,image000011465.png,0
-0.00014014999032951891,image000003170.png,0
0.000393550843000412,image000000289.png,0
0.0028013098053634167,image000000787.png,0
-0.008017992600798609,image000010733.png,0
-0.00042177157592959697,image000014632.png,0
0.0003480405721347779,image000003201.png,0
4.805653588846326e-05,image000000598.png,0
0.0008756527677178384,image000001825.png,0
0.00012312157195992768,image000003186.png,0
8.602626621723175e-05,image000010420.png,0
0.000784494390245527,image000002500.png,0
-0.0032022129744291306,image000012315.png,0
0.004905117675662041,image000000881.png,0
-0.0004323611501604319,image000000747.png,0
-8.26141913421452e-05,image000011461.png,0
-0.00044898057240061457,image000013420.png,0
-0.0029342528432607646,image000000716.png,0
-0.0015311837196350095,image000013718.png,0
0.0019631930626928806,image000013225.png,0
-0.004830643068999052,image000010884.png,0
-0.0004768977523781359,image000014131.png,0
0.0011029518209397793,image000014521.png,0
0.010895389132201672,image000002149.png,0
0.0018361558904871345,image000003368.png,0
0.0010949877323582768,image000013473.png,0
-0.0003306260332465172,image000014070.png,0
0.0009051570086739955,image000013507.png,0
-0.000527131196577102,image000014845.png,0
0.00080533092841506,image000014577.png,0
-2.6014764443971217e-05,image000013370.png,0
-0.00027683674125000834,image000003088.png,0
-0.0006761216791346669,image000010448.png,0
0.003724037203937769,image000010870.png,0
-0.005117448512464762,image000000818.png,0
0.00025124498642981047,image000000292.png,0
0.0007672637584619224,image000014584.png,0
0.0006620620260946453,image000002485.png,0
-0.004418396856635809,image000000932.png,0
0.0005406895070336759,image000000285.png,0
0.0003541835758369416,image000011371.png,0
0.0017500963294878602,image000003354.png,0
0.008581313304603102,image000010847.png,0
-0.0001258946576854214,image000000172.png,0
-0.0011238212464377284,image000011438.png,0
0.00035316747380420566,image000000145.png,0
0.0060437945649027824,image000000871.png,0
-0.001774371601641178,image000002888.png,0
-0.00048714905278757215,image000001461.png,0
-2.29461002163589e-05,image000012426.png,0
0.00021174244466237724,image000001441.png,0
-0.000935897638555616,image000003304.png,0
-0.0015446888282895088,image000013719.png,0
0.004344174638390541,image000014060.png,0
7.055164314806461e-05,image000001921.png,0
0.0010632097255438566,image000010950.png,0
-0.0005007432773709297,image000012355.png,0
0.0005937336827628313,image000001386.png,0
-0.0034938103053718805,image000011074.png,0
-0.010118392296135424,image000002193.png,0
0.000613826559856534,image000001385.png,0
-0.002948294160887599,image000013810.png,0
0.00531112216413021,image000000524.png,0
0.0033054221421480174,image000013213.png,0
